created_at;id_str;full_text;quote_count;reply_count;retweet_count;favorite_count;lang;user_id_str;conversation_id_str;username;tweet_url
Mon Nov 20 17:00:48 +0000 2023;1726646789275820076;"Rekomendasi Liptint Cipokable bgt nih bestiee🥰  -- A Thread -- https://t.co/8v6BreJfSw";0;1;0;0;in;2981903744;1726646789275820076;InspirasiDiskon;https://twitter.com/InspirasiDiskon/status/1726646789275820076
Mon Nov 20 17:00:26 +0000 2023;1726646694828527799;"Ada diskon 90% nih jadi Rp24.900. Cek di Tokopedia, deh. Bentar lagi diskonnya berakhir, lho! https://t.co/MvGH8RflNo https://t.co/KhNPNocYCh";1;0;0;1;in;1305090402626617344;1726646694828527799;xkode06;https://twitter.com/xkode06/status/1726646694828527799
Mon Nov 20 16:57:06 +0000 2023;1726645857800564785;"LazFlash Kebut Voucher 🕛 00:00 | 21 Nov  [Rp500] Diskon 20% s/d 3k https://t.co/dChp5PgHP8  [Rp5.000] Diskon 15% s/d 15k https://t.co/p69skLacJg Diskon 10% s/d 50k https://t.co/qt6xBFvFoI Diskon 3% s/d 150k https://t.co/WOwfXbLqEv https://t.co/0i43KOxYrT";0;0;0;0;in;1672464836;1726645857800564785;i_m_mortal_;https://twitter.com/i_m_mortal_/status/1726645857800564785
Mon Nov 20 16:56:27 +0000 2023;1726645693937582552;"Kemungkinan Restock Pukul 00:00 | 21 Nov -------- Promo GrabFood | Grab  Kode : VISAGF  *Diskon 25rb minbel 75rb *Metode pembayaran VISA *Dapat digabung dengan Promo Resto *Kuota harian Terbatas (maks 2kali/bulan) *Bisa pesanan terjadwal https://t.co/3Osj8lomm7";0;0;0;4;in;1305090402626617344;1726645693937582552;xkode06;https://twitter.com/xkode06/status/1726645693937582552
Mon Nov 20 16:56:14 +0000 2023;1726645637931061711;"woi ini diskon seirockya sampe kapan yaaa??????";0;4;0;0;in;1350424273278570496;1726645637931061711;marvenvier;https://twitter.com/marvenvier/status/1726645637931061711
Mon Nov 20 16:52:49 +0000 2023;1726644778081853456;"@yayayayot_ Semoga rejeki yaw kak! Janlup ikutan war diskon 😍🙌🏻";0;0;0;0;in;72293042;1726104788398739931;tokopedia;https://twitter.com/tokopedia/status/1726644778081853456
Mon Nov 20 16:52:45 +0000 2023;1726644763661881822;"@bookwormdaily Mumpung diskon 😍";0;0;0;0;in;1381811255573241856;1726594094745686384;lovunakim;https://twitter.com/lovunakim/status/1726644763661881822
Mon Nov 20 16:52:12 +0000 2023;1726644623219818693;"lazada tu lg bakar duit ya?? mksd gue di oren aja harganya 220an alt live dpt 190. dia malah diskon smpe 178 rebu🥲🥲 tp kudu slalu cek krn per 10 menit berubah harganya yesss https://t.co/OwOHGQoKV5";0;1;0;0;in;920841361011523584;1726644623219818693;thispipiy;https://twitter.com/thispipiy/status/1726644623219818693
Mon Nov 20 16:50:55 +0000 2023;1726644302548550123;"@picknvva @dbrakape @discountfess Mjb, ini pembayaran nya pake apa biar bisa dpt diskon segini?";0;0;0;0;in;1339381454703226880;1726630231749062778;haneymilktea;https://twitter.com/haneymilktea/status/1726644302548550123
Mon Nov 20 16:50:55 +0000 2023;1726644302066110623;"@Momomokacia @crescent_floo @Reymondist_ @Greschinov cakep nih, copas ya kak";0;0;0;0;in;1479712759784742912;1726289621909483993;miss_checkout;https://twitter.com/miss_checkout/status/1726644302066110623
Mon Nov 20 16:50:41 +0000 2023;1726644241856921726;"@i_m_mortal_ ada link diskon 50% tokopedia fashion kak im?";0;1;0;0;in;1400330576800882690;1726644020259254286;bubblezly;https://twitter.com/bubblezly/status/1726644241856921726
Mon Nov 20 16:48:01 +0000 2023;1726643570638254085;"LazFlash Choice ⏰ 00:00 WIB  Cek produk selengkapnya disini https://t.co/yN42UqZVqO https://t.co/qa0qsN9sS3";0;0;0;0;in;3044974679;1726643570638254085;jurigdiskonan;https://twitter.com/jurigdiskonan/status/1726643570638254085
Mon Nov 20 16:46:13 +0000 2023;1726643119196926228;"Aku nemu promo menarik di Lazada nih. Yuk coba lihat! Nama Produk:  Sandal Slop Pria Canvil /Sandal Kulit Pria Slop Japit BELI 1 GRATIS 1 Bayar ditempat Harga Produk:  Rp115.000 Harga Diskon:  Rp59.500 | https://t.co/Qvr3uTTvjO";0;0;0;0;in;1345561129922097153;1726643119196926228;joko26538513;https://twitter.com/joko26538513/status/1726643119196926228
Mon Nov 20 16:46:04 +0000 2023;1726643080605135111;"LazFlash Extra ⏰ 00:00 WIB  Cek produk selengkapnya disini https://t.co/ZoC2836h0i https://t.co/H7TgMms0KV";0;0;0;0;in;3044974679;1726643080605135111;jurigdiskonan;https://twitter.com/jurigdiskonan/status/1726643080605135111
Mon Nov 20 16:42:59 +0000 2023;1726642303396376828;"lama ga update testi hmmm, masih open ya gestun all paylater instan sat set, ada diskon fee krn aku lama ga update  yuk https://t.co/rlSp8LirNu #zonauang️ #zonaBU";0;0;0;0;in;1151357786556514304;1726642303396376828;hellochelsz;https://twitter.com/hellochelsz/status/1726642303396376828
Mon Nov 20 16:41:50 +0000 2023;1726642014647906576;"Aku nemu promo menarik di Lazada nih. Yuk coba lihat! Nama Produk:  Leedoo Sepatu Pria Sneakers Shoes Men Dewasa Olahraga Sneaker Casual Anti Slip MC429 Harga Produk:  Rp399.000 Harga Diskon:  Rp144.038 | https://t.co/STZClOSGCH";0;0;0;0;in;1345561129922097153;1726642014647906576;joko26538513;https://twitter.com/joko26538513/status/1726642014647906576
Mon Nov 20 16:41:21 +0000 2023;1726641895361900801;"Aku nemu promo menarik di Lazada nih. Yuk coba lihat! Nama Produk:  KAMB setelan badminton pria dewasa/ setelan olahraga pria( COD ) Harga Produk:  Rp220.000 Harga Diskon:  Rp96.030 | https://t.co/gEPmhFiH1a";0;0;0;0;in;1335582185978380288;1726641895361900801;GudangJerseyyy;https://twitter.com/GudangJerseyyy/status/1726641895361900801
Mon Nov 20 16:41:09 +0000 2023;1726641842119405603;"Voucher Kebut ⏰ 00:00 WIB  Rp500 Diskon 20% s/d 3rb https://t.co/DuQDKdc2WX  Rp5.000 Diskon 15% s/d 15rb https://t.co/r94a4tTHOW Diskon 10% s/d 50rb https://t.co/czjEscpmga Diskon 3% s/d 150rb https://t.co/HuSgEu9TY5 https://t.co/Iet3Fc0FGY";0;0;0;0;in;3044974679;1726641842119405603;jurigdiskonan;https://twitter.com/jurigdiskonan/status/1726641842119405603
Mon Nov 20 16:41:03 +0000 2023;1726641819885400345;"Aku nemu promo menarik di Lazada nih. Yuk coba lihat! Nama Produk:  KBV - BAJU BADMINTON JERSEY BADMINTON NOAH PREMIUM Harga Produk:  Rp37.000 Harga Diskon:  Rp37.000 | https://t.co/LgPk1UM6dx";0;0;0;0;in;1335582185978380288;1726641819885400345;GudangJerseyyy;https://twitter.com/GudangJerseyyy/status/1726641819885400345
Mon Nov 20 16:40:50 +0000 2023;1726641763790778855;"Aku nemu promo menarik di Lazada nih. Yuk coba lihat! Nama Produk:  BLL 52 LN GINTING BAJU BADMINTON DEWASA KAOS BULUTANGKIS JERSEY BADMINTON PRINT Harga Produk:  Rp25.000 Harga Diskon:  Rp25.000 | https://t.co/VMKNMl1AKe";0;0;0;0;in;1335582185978380288;1726641763790778855;GudangJerseyyy;https://twitter.com/GudangJerseyyy/status/1726641763790778855
Mon Nov 20 16:40:25 +0000 2023;1726641657192542528;"Aku nemu promo menarik di Lazada nih. Yuk coba lihat! Nama Produk:  John Carter Athens Sepatu Sneakers Putih Pria Kulit Sintetis Harga Produk:  Rp300.000 Harga Diskon:  Rp179.900 | https://t.co/v4AT11D1Dx";0;0;0;0;in;1345561129922097153;1726641657192542528;joko26538513;https://twitter.com/joko26538513/status/1726641657192542528
Mon Nov 20 16:40:12 +0000 2023;1726641602435903519;"Rp99 ⏰ 00:00 WIB  Hanasui Serum Cushion Soulmatte https://t.co/nuZKPxKDJD https://t.co/Av1TXuF550";0;0;0;0;in;3044974679;1726641602435903519;jurigdiskonan;https://twitter.com/jurigdiskonan/status/1726641602435903519
Mon Nov 20 16:40:02 +0000 2023;1726641561038184828;"Aku nemu promo menarik di Lazada nih.   Harga Diskon:  Rp2.989.000 | https://t.co/aGYUCTeuxm";0;0;0;0;in;1345561129922097153;1726641561038184828;joko26538513;https://twitter.com/joko26538513/status/1726641561038184828
Mon Nov 20 16:38:42 +0000 2023;1726641228010389907;"tapi kapan lagi cosrx diskon segede itu? jd gas ajalah 🙏";0;0;0;0;in;725507078;1726640898971501053;marktermelon_hi;https://twitter.com/marktermelon_hi/status/1726641228010389907
Mon Nov 20 16:37:00 +0000 2023;1726640799146979620;"Jangan bilang yg bikin thread ini masnya yg ngajak ngobrol + ngasih diskon 😅";0;1;0;2;in;2832943903;1726638542754124194;iyansasmita;https://twitter.com/iyansasmita/status/1726640799146979620
Mon Nov 20 16:35:39 +0000 2023;1726640459735498916;"soalnya abis liat t-shirt giordano x toy story cakep cakep wkwkwk trs kata mbanya beli 2 diskon (berapa tadi ya) trs pengen beli buat foto couple lucu tp sama siapa jg gatau ih emang aneh orang ini diemin aja";0;0;0;0;in;768784831;1726499207870304620;tikaoktalia;https://twitter.com/tikaoktalia/status/1726640459735498916
Mon Nov 20 16:35:00 +0000 2023;1726640293292949748;"Aku nemu promo menarik di Lazada nih. Yuk coba lihat! Nama Produk:  GAMIS TENUN RAYA DRESS WHITE GREY - KEMEJA TENUN Harga Produk:  Rp355.000 Harga Diskon:  Rp285.000 https://t.co/yV3AjIFwlM https://t.co/NpT5KaeIel";0;0;0;0;in;1504922070677069824;1726640293292949748;Gaapunyaayang;https://twitter.com/Gaapunyaayang/status/1726640293292949748
Mon Nov 20 16:34:20 +0000 2023;1726640128419111328;"Aku nemu promo menarik di Lazada nih. Yuk coba lihat! Nama Produk:  Kostum Ultraman Dewasa dan Kostum Halloween Cosplay Pria Bodysuit Anak Laki -Laki Harga Produk:  Rp398.000 Harga Diskon:  Rp178.000 https://t.co/n1UfFD88hA https://t.co/7yEbOWqDk7";0;0;0;0;in;1504922070677069824;1726640128419111328;Gaapunyaayang;https://twitter.com/Gaapunyaayang/status/1726640128419111328
Mon Nov 20 16:33:26 +0000 2023;1726639899850449188;"@pikus aku  ada  haitham  13k  inc  all  kak.  dom  malang  jatim.  diskon  10-20%   kalo  co  via  live.";0;0;0;0;in;2171514518;1726511675531251956;ctrined;https://twitter.com/ctrined/status/1726639899850449188
Mon Nov 20 16:33:05 +0000 2023;1726639813384978855;"Aku nemu promo menarik di Lazada nih. Yuk coba lihat! Nama Produk:  Gaun Pengiring Pengantin Baru Pernikahan Makan Malam Gaun Wanita Gaun Malam Gaun Temperamen Gaun Malam Maxi Harga Produk:  Rp268.000 Harga Diskon:  Rp158.000 https://t.co/i2Z66nbChH https://t.co/zQyFHsaUL3";0;0;0;0;in;1504922070677069824;1726639813384978855;Gaapunyaayang;https://twitter.com/Gaapunyaayang/status/1726639813384978855
Mon Nov 20 16:32:22 +0000 2023;1726639633658990688;"Crazy Flash Sale, ada kebut juga ⏰00.00 WIB https://t.co/8M6iFzfNK4 https://t.co/WVMmgkzei0";1;0;1;6;in;1581884899560423424;1726639633658990688;berburusales;https://twitter.com/berburusales/status/1726639633658990688
Mon Nov 20 16:32:04 +0000 2023;1726639557846954444;"https://t.co/1zEJFnhtHP Aku nemu promo menarik di Lazada nih. Yuk coba lihat! Nama Produk:  CELANA DALAM LYDYLY 2003 WANITA TALI SAMPING WARNA POLOS SIZE BESAR UNDERWEAR DALEMAN INTIMON UNDERWEAR Harga Produk:  Rp32.400 Harga Diskon:  Rp12.600 https://t.co/1zEJFnhtHP https://t.co/sHASLjnFZM";0;0;0;0;in;1068374870742917120;1726639557846954444;pengrajintasku1;https://twitter.com/pengrajintasku1/status/1726639557846954444
Mon Nov 20 16:31:55 +0000 2023;1726639519196471661;"wts diskon hotel di mana aja resmi, boleh cek harga diskon dulu~";0;0;0;0;in;1649412935964401665;1726639519196471661;asymsrp;https://twitter.com/asymsrp/status/1726639519196471661
Mon Nov 20 16:31:49 +0000 2023;1726639494135500934;"Aku nemu promo menarik di Lazada nih. Yuk coba lihat! Nama Produk:  Jaket Semi Kulit Cewe Special Edition PREMIUM Harga Produk:  Rp350.000 Harga Diskon:  Rp128.500 https://t.co/6Ot1xUCRLM https://t.co/0ru5cyZxVE";0;0;0;0;in;1504922070677069824;1726639494135500934;Gaapunyaayang;https://twitter.com/Gaapunyaayang/status/1726639494135500934
Mon Nov 20 16:30:21 +0000 2023;1726639124294386011;"@ncgisei dom  malang  jatim.  bisa  req  shopee  live  disc  10-20%.  co  25.11  /  12.12  dapet  diskon  tambahan.  tolong  baca  alt.  https://t.co/hOheEGyaq2";0;0;0;0;in;2171514518;1726618265089360047;ctrined;https://twitter.com/ctrined/status/1726639124294386011
Mon Nov 20 16:29:36 +0000 2023;1726638938385981543;"Siapkan kebut ⏰00.00 WIB  https://t.co/dGhOUi7cMk https://t.co/9opkxV3dgI";0;0;2;3;in;1581884899560423424;1726638938385981543;berburusales;https://twitter.com/berburusales/status/1726638938385981543
Mon Nov 20 16:29:14 +0000 2023;1726638844421050618;"Yang suka bikin kue wajib war ⏰00.00 WIB Rp12.000  https://t.co/azCcNB6kdW https://t.co/Sjn1o6eX9G";0;0;0;0;in;1377624159883264008;1726638844421050618;PromoSeekerTeam;https://twitter.com/PromoSeekerTeam/status/1726638844421050618
Mon Nov 20 16:28:59 +0000 2023;1726638783259648083;"Warr Rp99 ⏰00.00 WIB  Hanasui Varian: 106 Porcelain https://t.co/bwvdMcLt8h https://t.co/mrMzQy9uyX";0;0;0;0;in;1377624159883264008;1726638783259648083;PromoSeekerTeam;https://twitter.com/PromoSeekerTeam/status/1726638783259648083
Mon Nov 20 16:28:02 +0000 2023;1726638542754124194;"Gara2 baca thread ini kemaren jadi pengen dkriuk, akhirnya nemu malem2 di pinggir jalan, lah baru sadar ternyata gw beli disini wkwkwkw mana  dikasih diskon pula";1;1;0;3;in;2832943903;1726638542754124194;iyansasmita;https://twitter.com/iyansasmita/status/1726638542754124194
Mon Nov 20 16:25:41 +0000 2023;1726637950245761160;"Warr Rp99 ⏰00.00 WIB  Hanasui Varian: 106 Porcelain https://t.co/31r0JjuVjj https://t.co/yvzdXuTm8w";0;0;1;12;in;1581884899560423424;1726637950245761160;berburusales;https://twitter.com/berburusales/status/1726637950245761160
Mon Nov 20 16:24:32 +0000 2023;1726637663296590167;"@hapvymeals Itu seirock lagi ultah sem, semua menu ramen diskon 99% sampai besokkkkk";0;0;0;0;in;3214320992;1726634538120757295;woofyouu;https://twitter.com/woofyouu/status/1726637663296590167
Mon Nov 20 16:23:55 +0000 2023;1726637506907852888;"kumil pulang dan minta makannya 3x sehari krn dia hamil lagi dong.. Giliran hamil aja baru pulang, dasar kumil 🐱  Btw biasa beli Mister Puss rasa Salmon di petshop deket rumah 15rb, eh di Lazada 10rb dapet 2 bungkus pake voucher Gogo Match ya, diskon 50% max 8rb.. https://t.co/oGgWpPS7Km";0;0;0;0;in;798831871719153664;1709385056278757883;ireneindah_p;https://twitter.com/ireneindah_p/status/1726637506907852888
Mon Nov 20 16:23:45 +0000 2023;1726637463786144253;"INFO DISKON  Wardah Lipcream 💰 20k  Lumayan diskon 20ribuan guyss 🛒 https://t.co/i5NS7KNcsx https://t.co/unQaZpMblo";0;0;2;0;in;3221214414;1726637463786144253;JualanBsSupport;https://twitter.com/JualanBsSupport/status/1726637463786144253
Mon Nov 20 16:23:26 +0000 2023;1726637384304091581;"Yang suka bikin kue wajib war ⏰00.00 WIB Rp12.000  https://t.co/6pMqgc2vrc https://t.co/xRPRDYYrAw";0;0;1;5;in;1581884899560423424;1726637384304091581;berburusales;https://twitter.com/berburusales/status/1726637384304091581
Mon Nov 20 16:19:39 +0000 2023;1726636432176161066;"Help RT? Thanks! 🐈  aku bawa layout ready stock “Danielle” foto terbaru nih! 🍡 Harga 5k &amp  7k (Free retext) 💰 Yang minat bisa DM ya! 🍥 Kalau take all dapet diskon loh 😍🙌🏻  #zonauang #zonaba https://t.co/FTYPEhrur5";0;1;27;0;in;1324042142247915521;1726636432176161066;univperse;https://twitter.com/univperse/status/1726636432176161066
Mon Nov 20 16:19:19 +0000 2023;1726636348986249714;"INFO DISKON  Black Backpack 💰 29k  Dari harga 75ribuan yaa ini jadi segini aja guys 🛒 https://t.co/BkPzzHdDU6 https://t.co/II1uiG18GA";0;0;2;0;in;3221214414;1726636348986249714;JualanBsSupport;https://twitter.com/JualanBsSupport/status/1726636348986249714
Mon Nov 20 16:17:46 +0000 2023;1726635956823027713;"Lihat deal ini!! Last Call ACE 28th Anniversary Sale | Diskon hingga 70% + Ekstra cashback hingga 2,8jt ( Kode: ACE28TAHUN): https://t.co/CwXuV2h8VI";0;0;0;0;in;1592173966311174145;1726635956823027713;RiauNewsCom;https://twitter.com/RiauNewsCom/status/1726635956823027713
Mon Nov 20 16:17:41 +0000 2023;1726635939508932962;"INFO DISKON  Mossdom Shoulder Bag 💰 107k  Lumayan bgt diskonnya ini dari 140k 😍 🛒 https://t.co/1xUgyNgcxM https://t.co/iIJYBZtDWv";0;0;2;0;in;3221214414;1726635939508932962;JualanBsSupport;https://twitter.com/JualanBsSupport/status/1726635939508932962
Mon Nov 20 16:17:17 +0000 2023;1726635838891856115;"Guyys tau gak sih? Ada kabar happy buat kalian semua kalo Sekarang moisturizer The Originote ada di Alfamart lohh, terus kalian juga bisa dapetin diskon dan promo menarikk #TheOriginote #Alfamart https://t.co/dclmhthYdJ";0;1;0;6;in;1336673961002725384;1726635838891856115;oliviapaytenn;https://twitter.com/oliviapaytenn/status/1726635838891856115
Mon Nov 20 16:15:13 +0000 2023;1726635316264521995;"@chocotjip @discountfess Lumayan nih ges voc diskon 50rb min belanja 60rb stocknya terbatas gercep! https://t.co/e4e7UWapB0";0;0;0;0;in;1513681446745305091;1726567313779085533;heyythere190;https://twitter.com/heyythere190/status/1726635316264521995
Mon Nov 20 16:15:12 +0000 2023;1726635313165152692;"@jogmfs Ini aja cotton on,stadivarius,charles and keith, kalau gak gitu coach nder di zalora lagi banyak diskon";0;0;0;0;in;1709109962939736064;1726629033130258543;putriyasmin23;https://twitter.com/putriyasmin23/status/1726635313165152692
Mon Nov 20 16:14:18 +0000 2023;1726635087159279765;"HEHE HRUSNYA CUMA 11REBU TAPI GARA2 ketlolan gwehhhh jadinya cuma diskon sgini tapi yawdala lumayan TAPI KAN KLO BISA 11REBU KNPA NGGKKK https://t.co/0J2KgiqQG5";0;0;0;0;in;1156602875604111365;1726635087159279765;jsiicca;https://twitter.com/jsiicca/status/1726635087159279765
Mon Nov 20 16:13:37 +0000 2023;1726634913494114601;"INFO DISKON  Makarizo Conditioner  💰 29k  Lagi live juga nih, pasti ada potongan lain or gratong. Yukk gais https://t.co/LtlKL7wB9S https://t.co/kcfEnXCaoj";0;0;2;0;in;3221214414;1726634913494114601;JualanBsSupport;https://twitter.com/JualanBsSupport/status/1726634913494114601
Mon Nov 20 16:12:07 +0000 2023;1726634538120757295;"Hari ini dapat diskon semua di 3 tempat ini:)))) https://t.co/kuc1BOEDRM";0;2;0;0;in;3214320992;1726634538120757295;woofyouu;https://twitter.com/woofyouu/status/1726634538120757295
Mon Nov 20 16:10:06 +0000 2023;1726634030731612458;"@anxiouxly @sanjeffreus Coba nih lumayan ges voc diskon 50rb min belanja 60rb stocknya terbatas gercep! https://t.co/e4e7UWaXqy";0;0;0;0;in;1513681446745305091;1726603033411453140;heyythere190;https://twitter.com/heyythere190/status/1726634030731612458
Mon Nov 20 16:08:09 +0000 2023;1726633537917641062;"[INFO] THEKKING BLACK FRIDAY UP TO 50% OFF  Thekking sedang ada Event diskon 50% untuk pembelian heart blue, dan x2 untuk free heart pink.  Collect heart pink sebanyak-banyak nya, dan drop di #JUNGWON kategori 'Februari Birthday Cafe Event'  #ENHYPEN_JUNGWON #JUNGWON #정원 https://t.co/RIrrujv66Y";0;0;2;1;in;1295218650333380608;1726633537917641062;yangjungwon_ina;https://twitter.com/yangjungwon_ina/status/1726633537917641062
Mon Nov 20 16:07:36 +0000 2023;1726633401393066385;"Apakah diskon ini mengcover fee ongkirnya bang alias saya butuh voucher free ongkir baru sanggup beli🤣";0;0;0;0;in;1049355268331429889;1726633401393066385;monstraykidsix;https://twitter.com/monstraykidsix/status/1726633401393066385
Mon Nov 20 16:06:54 +0000 2023;1726633222036132086;"@monnassiu @junayyy__ Lumayan nih ges voc diskon 50rb min belanja 60rb stocknya terbatas gercep! https://t.co/e4e7UWaXqy";0;0;0;1;in;1513681446745305091;1726558258109030842;heyythere190;https://twitter.com/heyythere190/status/1726633222036132086
Mon Nov 20 16:06:43 +0000 2023;1726633179073880108;"@coconugt Wkwkwk diskon juga ttp gak mau beli";0;1;0;0;in;1495587835453538304;1726632180447941057;__willoww;https://twitter.com/__willoww/status/1726633179073880108
Mon Nov 20 16:06:30 +0000 2023;1726633123667124484;"@sanjeffreus diskon akhir tahun apa ya";0;2;0;0;in;846906420129742848;1726603033411453140;anxiouxly;https://twitter.com/anxiouxly/status/1726633123667124484
Mon Nov 20 16:04:37 +0000 2023;1726632647584284940;"@caratsstore 🥹 yay nder mumpung each nii kapan lagi han carland each, aku diskon maribu kl mau :D";0;0;0;0;in;1708876879552548864;1726624442908893682;yjnnaz;https://twitter.com/yjnnaz/status/1726632647584284940
Mon Nov 20 16:03:14 +0000 2023;1726632300635627808;"disini ada yg open jasa beli csp gak sih? aku mau siap2 klo ada diskon nnti 😎";0;1;0;0;in;1297755779613593600;1726632300635627808;drimixiuu;https://twitter.com/drimixiuu/status/1726632300635627808
Mon Nov 20 16:02:08 +0000 2023;1726632026135228717;"💚 aku dapet promo halodoc konsul psikolog cuma bayar 1k😍 yang mau bisa pake kode diskon "PEDULIMENTAL" dan "DOKTER2000" yaap!! https://t.co/GrFjqP9BJn";1;2;6;44;in;1331650559518990336;1726632026135228717;tanyakanrl;https://twitter.com/tanyakanrl/status/1726632026135228717
Mon Nov 20 16:01:32 +0000 2023;1726631871768125705;"Wow info diskon Buat para emak-emak nihhh cocok bangettt, mumpung lagi diskon ya kaleee ga dibeli!!! https://t.co/s8DnJlq71e https://t.co/ZX4NwlsnoU";0;0;0;0;in;1707775259670433792;1726631871768125705;Haulicaaa;https://twitter.com/Haulicaaa/status/1726631871768125705
Mon Nov 20 16:00:23 +0000 2023;1726631582507958599;"Wow DISKON TV! SMART TV seharga HP nih BOSSS!!! Cek detailnya klik link yawww😙 https://t.co/4OOK1Pkl0w https://t.co/mTKBgwbQtb";0;0;0;0;in;1707775259670433792;1726631582507958599;Haulicaaa;https://twitter.com/Haulicaaa/status/1726631582507958599
Mon Nov 20 15:59:17 +0000 2023;1726631305448919310;"Diskon magicom miyako Harga diskon 170k aja magicom miyako motif kiyowooo😍 https://t.co/hs1vsRnJF2 https://t.co/B9pYZgrgQe";0;0;0;0;in;1707775259670433792;1726631305448919310;Haulicaaa;https://twitter.com/Haulicaaa/status/1726631305448919310
Mon Nov 20 16:00:04 +0000 2023;1726631503562731622;"cwts jajan yuk guys bisa keep event sampai 12.12 (with dp) take 3 pc dapet diskon";0;0;0;0;in;1012562082783358976;1726631503562731622;caratsmarket;https://twitter.com/caratsmarket/status/1726631503562731622
Mon Nov 20 16:00:18 +0000 2023;1726631563058966550;"svts jajan yuk guys bisa keep event sampai 12.12 (with dp) take 3 pc dapet diskon";0;0;0;0;in;1336184865197191169;1726631563058966550;caratsstore;https://twitter.com/caratsstore/status/1726631563058966550
Mon Nov 20 16:00:04 +0000 2023;1726631503562731622;"cwts jajan yuk guys bisa keep event sampai 12.12 (with dp) take 3 pc dapet diskon";0;0;0;0;in;1012562082783358976;1726631503562731622;caratsmarket;https://twitter.com/caratsmarket/status/1726631503562731622
Mon Nov 20 15:59:17 +0000 2023;1726631305448919310;"Diskon magicom miyako Harga diskon 170k aja magicom miyako motif kiyowooo😍 https://t.co/hs1vsRnJF2 https://t.co/B9pYZgrgQe";0;0;0;0;in;1707775259670433792;1726631305448919310;Haulicaaa;https://twitter.com/Haulicaaa/status/1726631305448919310
Mon Nov 20 15:58:13 +0000 2023;1726631038330531925;"info masker klikidm ga nyampe 6k, kalau stok kosong cari toko yg masi ada, expired aman kok sender udh beli yg rojukiss (mumpung dkt rumah ada sisa 2) https://t.co/vUtBfR0tir";0;6;0;14;in;1581884899560423424;1726631038330531925;berburusales;https://twitter.com/berburusales/status/1726631038330531925
Mon Nov 20 15:58:08 +0000 2023;1726631015693877337;"sorry ya produk2 zionis israel. mau diskon mau gratis, gk ngefek! #FreePalestine #Gaza #CeasefireNOW #From_the_river_to_the_sea https://t.co/fhBSL3JPHM";0;0;0;0;in;993491774558502918;1726631015693877337;Putriarifn17;https://twitter.com/Putriarifn17/status/1726631015693877337
Mon Nov 20 15:56:43 +0000 2023;1726630659387715757;"DISKON HP Potongan Harga sampe 300k Hp samsung Galaxy A04e , harganya jadi 1 jt aja! Ya kali ga klik link!!!👊  https://t.co/3uNfEXcJsC https://t.co/tIGXhqEghk";0;0;0;0;in;1707775259670433792;1726630659387715757;Haulicaaa;https://twitter.com/Haulicaaa/status/1726630659387715757
Mon Nov 20 15:56:23 +0000 2023;1726630576063729791;"@yer_the_jenuine @SKYSMUT Kalo bolos sehari dapet diskon ngga ya 😂";0;1;0;0;in;729324031;1726616757597884766;romsael;https://twitter.com/romsael/status/1726630576063729791
Mon Nov 20 15:56:11 +0000 2023;1726630527724310578;"https://t.co/SBchWpUxBA // BAYAR DITEMPAT {COD} LADI DISKON!!! TAS RANSEL KULIT WANITA TERBARU 2022 TAS RANSEL KULIT WANITA IMPORT TAS RANSEL KULIT WANITA  FASHION KOREA TAS RANSEL KULIT WANITA KEKINIAN TAS RANSEL KULIT WANITA SEKOLAH,KULIAH | https://t.co/vwECKaqpJc";0;0;0;0;in;1601550396501073921;1726630527724310578;tan696273923;https://twitter.com/tan696273923/status/1726630527724310578
Mon Nov 20 15:55:59 +0000 2023;1726630475870150946;"1. The Saver (Penghemat) Tipe ini suka menabung dan berpikir panjang sebelum belanja. Mereka selalu cari diskon dan jarang belanja impulsif. Contoh: teman kamu yang selalu menolak hangout karena 'lagi hemat'. 🐷💸 https://t.co/urMOBqzplj";0;1;0;0;in;413034414;1726630472175030673;generasiphi9;https://twitter.com/generasiphi9/status/1726630475870150946
Mon Nov 20 15:55:00 +0000 2023;1726630228855062600;"ada yg tau cara minta diskon ke seller org kore? yg pake [bakor] baik gitu, kurang lebih "mba diskonin atuh, ntar aku beli lagi deh"";0;3;0;1;in;1228478031997493249;1726630228855062600;BakorFess;https://twitter.com/BakorFess/status/1726630228855062600
Mon Nov 20 15:53:21 +0000 2023;1726629815577616740;"DISKON HP Potongan Harga sampe 300k Hp samsung Galaxy A04e , harganya jadi 1 jt aja! Ya kali ga klik link!!!👊  https://t.co/3uNfEXcJsC https://t.co/PmkXrd92gP";0;0;0;0;in;1707775259670433792;1726629815577616740;Haulicaaa;https://twitter.com/Haulicaaa/status/1726629815577616740
Mon Nov 20 15:50:34 +0000 2023;1726629111941247321;"Open sharing LocknLock all item diskon 50% Tumbler bebas pilih Ada toko oren bisa gratis ongkir 💗 https://t.co/B6xMcYytBI";1;2;0;0;in;1427127363163152386;1726629111941247321;Mwi_indomie;https://twitter.com/Mwi_indomie/status/1726629111941247321
Mon Nov 20 15:48:26 +0000 2023;1726628578518044702;"seirockya lg diskon, tp bsk pulang sore which is macet pasti belum lg jam orang pulang kerja pasti waiting list";0;0;0;0;in;780496711248519168;1726628578518044702;toyyys;https://twitter.com/toyyys/status/1726628578518044702
